Year,PoliceDistrict,Week_Number,Year_Week_Number,NoOfCrimes
2015,NORTHEAST,35,2015_35,111
2015,NORTHEAST,36,2015_36,106
2015,NORTHEAST,37,2015_37,111
2015,NORTHEAST,38,2015_38,117
2015,NORTHEAST,39,2015_39,127
2015,NORTHEAST,40,2015_40,110
2015,NORTHEAST,41,2015_41,100
2015,NORTHEAST,42,2015_42,88
2015,NORTHEAST,43,2015_43,112
2015,NORTHEAST,44,2015_44,106
2015,NORTHEAST,45,2015_45,87
2015,NORTHEAST,46,2015_46,70
2015,NORTHEAST,47,2015_47,117
2015,NORTHEAST,48,2015_48,74
2015,NORTHEAST,49,2015_49,74
2015,NORTHEAST,50,2015_50,90
2015,NORTHEAST,51,2015_51,122
2015,NORTHEAST,52,2015_52,96
2015,NORTHEAST,53,2015_53,49
2016,NORTHEAST,1,2016_1,87
2016,NORTHEAST,2,2016_2,94
2016,NORTHEAST,3,2016_3,57
2016,NORTHEAST,4,2016_4,50
2016,NORTHEAST,5,2016_5,76
2016,NORTHEAST,6,2016_6,81
2016,NORTHEAST,7,2016_7,57
2016,NORTHEAST,8,2016_8,69
2016,NORTHEAST,9,2016_9,63
2016,NORTHEAST,10,2016_10,79
2016,NORTHEAST,11,2016_11,75
2016,NORTHEAST,12,2016_12,91
2016,NORTHEAST,13,2016_13,103
2016,NORTHEAST,14,2016_14,87
2016,NORTHEAST,15,2016_15,100
2016,NORTHEAST,16,2016_16,94
2016,NORTHEAST,17,2016_17,94
2016,NORTHEAST,18,2016_18,97
2016,NORTHEAST,19,2016_19,105
2016,NORTHEAST,20,2016_20,90
2016,NORTHEAST,21,2016_21,98
2016,NORTHEAST,22,2016_22,98
2016,NORTHEAST,23,2016_23,104
2016,NORTHEAST,24,2016_24,96
2016,NORTHEAST,25,2016_25,100
2016,NORTHEAST,26,2016_26,92
2016,NORTHEAST,27,2016_27,72
2016,NORTHEAST,28,2016_28,71
2016,NORTHEAST,29,2016_29,93
2016,NORTHEAST,30,2016_30,103
2016,NORTHEAST,31,2016_31,78
2016,NORTHEAST,32,2016_32,73
2016,NORTHEAST,33,2016_33,104
2016,NORTHEAST,34,2016_34,82
2016,NORTHEAST,35,2016_35,66
2016,NORTHEAST,36,2016_36,92
2016,NORTHEAST,37,2016_37,82
2016,NORTHEAST,38,2016_38,87
2016,NORTHEAST,39,2016_39,88
2016,NORTHEAST,40,2016_40,80
2016,NORTHEAST,41,2016_41,98
2016,NORTHEAST,42,2016_42,104
2016,NORTHEAST,43,2016_43,116
2016,NORTHEAST,44,2016_44,113
2016,NORTHEAST,45,2016_45,85
2016,NORTHEAST,46,2016_46,88
2016,NORTHEAST,47,2016_47,76
2016,NORTHEAST,48,2016_48,107
2016,NORTHEAST,49,2016_49,85
2016,NORTHEAST,50,2016_50,90
2016,NORTHEAST,51,2016_51,105
2016,NORTHEAST,52,2016_52,75
2017,NORTHEAST,1,2017_1,103
2017,NORTHEAST,2,2017_2,109
2017,NORTHEAST,3,2017_3,104
2017,NORTHEAST,4,2017_4,138
2017,NORTHEAST,5,2017_5,121
2017,NORTHEAST,6,2017_6,118
2017,NORTHEAST,7,2017_7,101
2017,NORTHEAST,8,2017_8,106
2017,NORTHEAST,9,2017_9,86
2017,NORTHEAST,10,2017_10,90
2017,NORTHEAST,11,2017_11,74
2017,NORTHEAST,12,2017_12,107
2017,NORTHEAST,13,2017_13,98
2017,NORTHEAST,14,2017_14,101
2017,NORTHEAST,15,2017_15,106
2017,NORTHEAST,16,2017_16,87
2017,NORTHEAST,17,2017_17,84
2017,NORTHEAST,18,2017_18,138
2017,NORTHEAST,19,2017_19,102
2017,NORTHEAST,20,2017_20,120
2017,NORTHEAST,21,2017_21,109
2017,NORTHEAST,22,2017_22,109
2017,NORTHEAST,23,2017_23,95
2017,NORTHEAST,24,2017_24,97
2017,NORTHEAST,25,2017_25,127
2017,NORTHEAST,26,2017_26,103
2017,NORTHEAST,27,2017_27,119
2017,NORTHEAST,28,2017_28,101
2017,NORTHEAST,29,2017_29,129
2017,NORTHEAST,30,2017_30,116
2017,NORTHEAST,31,2017_31,102
2017,NORTHEAST,32,2017_32,104
2017,NORTHEAST,33,2017_33,114
2017,NORTHEAST,34,2017_34,133
2017,NORTHEAST,35,2017_35,86
2017,NORTHEAST,36,2017_36,89
2017,NORTHEAST,37,2017_37,101
2017,NORTHEAST,38,2017_38,108
2017,NORTHEAST,39,2017_39,126
2017,NORTHEAST,40,2017_40,132
2017,NORTHEAST,41,2017_41,122
2017,NORTHEAST,42,2017_42,122
2017,NORTHEAST,43,2017_43,103
2017,NORTHEAST,44,2017_44,106
2017,NORTHEAST,45,2017_45,105
2017,NORTHEAST,46,2017_46,130
2017,NORTHEAST,47,2017_47,116
2017,NORTHEAST,48,2017_48,113
2017,NORTHEAST,49,2017_49,124
2017,NORTHEAST,50,2017_50,95
2017,NORTHEAST,51,2017_51,132
2017,NORTHEAST,52,2017_52,89
2018,NORTHEAST,1,2018_1,111
2018,NORTHEAST,2,2018_2,104
2018,NORTHEAST,3,2018_3,87
2018,NORTHEAST,4,2018_4,90
2018,NORTHEAST,5,2018_5,93
2018,NORTHEAST,6,2018_6,90
2018,NORTHEAST,7,2018_7,101
2018,NORTHEAST,8,2018_8,89
2018,NORTHEAST,9,2018_9,112
2018,NORTHEAST,10,2018_10,81
2018,NORTHEAST,11,2018_11,84
2018,NORTHEAST,12,2018_12,88
2018,NORTHEAST,13,2018_13,75
2018,NORTHEAST,14,2018_14,91
2018,NORTHEAST,15,2018_15,79
2018,NORTHEAST,16,2018_16,74
2018,NORTHEAST,17,2018_17,85
2018,NORTHEAST,18,2018_18,108
2018,NORTHEAST,19,2018_19,96
2018,NORTHEAST,20,2018_20,83
2018,NORTHEAST,21,2018_21,81
2018,NORTHEAST,22,2018_22,93
2018,NORTHEAST,23,2018_23,87
2018,NORTHEAST,24,2018_24,86
2018,NORTHEAST,25,2018_25,86
2018,NORTHEAST,26,2018_26,63
2018,NORTHEAST,27,2018_27,77
2018,NORTHEAST,28,2018_28,72
2018,NORTHEAST,29,2018_29,90
2018,NORTHEAST,30,2018_30,98
2018,NORTHEAST,31,2018_31,77
2018,NORTHEAST,32,2018_32,122
2018,NORTHEAST,33,2018_33,125
2018,NORTHEAST,34,2018_34,111
2018,NORTHEAST,35,2018_35,102
2018,NORTHEAST,36,2018_36,86
2018,NORTHEAST,37,2018_37,97
2018,NORTHEAST,38,2018_38,100
2018,NORTHEAST,39,2018_39,88
2018,NORTHEAST,40,2018_40,87
2018,NORTHEAST,41,2018_41,93
2018,NORTHEAST,42,2018_42,89
2018,NORTHEAST,43,2018_43,83
2018,NORTHEAST,44,2018_44,89
2018,NORTHEAST,45,2018_45,102
2018,NORTHEAST,46,2018_46,81
2018,NORTHEAST,47,2018_47,111
2018,NORTHEAST,48,2018_48,130
2018,NORTHEAST,49,2018_49,87
2018,NORTHEAST,50,2018_50,97
2018,NORTHEAST,51,2018_51,107
2018,NORTHEAST,52,2018_52,90
2019,NORTHEAST,1,2019_1,77
2019,NORTHEAST,2,2019_2,88
2019,NORTHEAST,3,2019_3,86
2019,NORTHEAST,4,2019_4,72
2019,NORTHEAST,5,2019_5,73
2019,NORTHEAST,6,2019_6,74
2019,NORTHEAST,7,2019_7,63
2019,NORTHEAST,8,2019_8,55
2019,NORTHEAST,9,2019_9,71
2019,NORTHEAST,10,2019_10,58
2019,NORTHEAST,11,2019_11,86
2019,NORTHEAST,12,2019_12,66
2019,NORTHEAST,13,2019_13,71
2019,NORTHEAST,14,2019_14,59
2019,NORTHEAST,15,2019_15,65
2019,NORTHEAST,16,2019_16,63
2019,NORTHEAST,17,2019_17,85
2019,NORTHEAST,18,2019_18,78
2019,NORTHEAST,19,2019_19,92
2019,NORTHEAST,20,2019_20,104
2019,NORTHEAST,21,2019_21,77
2019,NORTHEAST,22,2019_22,102
2019,NORTHEAST,23,2019_23,87
2019,NORTHEAST,24,2019_24,82
2019,NORTHEAST,25,2019_25,98
2019,NORTHEAST,26,2019_26,104
2019,NORTHEAST,27,2019_27,98
2019,NORTHEAST,28,2019_28,116
2019,NORTHEAST,29,2019_29,118
2019,NORTHEAST,30,2019_30,106
2019,NORTHEAST,31,2019_31,100
2019,NORTHEAST,32,2019_32,93
2019,NORTHEAST,33,2019_33,92
2019,NORTHEAST,34,2019_34,87
2019,NORTHEAST,35,2019_35,100
2019,NORTHEAST,36,2019_36,88
2019,NORTHEAST,37,2019_37,90
2019,NORTHEAST,38,2019_38,99
2019,NORTHEAST,39,2019_39,104
2019,NORTHEAST,40,2019_40,81
2019,NORTHEAST,41,2019_41,80
2019,NORTHEAST,42,2019_42,67
2019,NORTHEAST,43,2019_43,84
2019,NORTHEAST,44,2019_44,91
2019,NORTHEAST,45,2019_45,102
2019,NORTHEAST,46,2019_46,96
2019,NORTHEAST,47,2019_47,78
2019,NORTHEAST,48,2019_48,75
2019,NORTHEAST,49,2019_49,97
2019,NORTHEAST,50,2019_50,102
2019,NORTHEAST,51,2019_51,88
2019,NORTHEAST,52,2019_52,79
2020,NORTHEAST,1,2020_1,54
2020,NORTHEAST,2,2020_2,90
2020,NORTHEAST,3,2020_3,88
2020,NORTHEAST,4,2020_4,83
2020,NORTHEAST,5,2020_5,84
2020,NORTHEAST,6,2020_6,73
2020,NORTHEAST,7,2020_7,60
2020,NORTHEAST,8,2020_8,93
2020,NORTHEAST,9,2020_9,73
2020,NORTHEAST,10,2020_10,80
2020,NORTHEAST,11,2020_11,78
2020,NORTHEAST,12,2020_12,58
2020,NORTHEAST,13,2020_13,48
2020,NORTHEAST,14,2020_14,58
2020,NORTHEAST,15,2020_15,57
2020,NORTHEAST,16,2020_16,39
2020,NORTHEAST,17,2020_17,49
2020,NORTHEAST,18,2020_18,44
2020,NORTHEAST,19,2020_19,53
2020,NORTHEAST,20,2020_20,49
2020,NORTHEAST,21,2020_21,54
2020,NORTHEAST,22,2020_22,44
2020,NORTHEAST,23,2020_23,31
2014,NORTHERN,1,2014_1,76
2014,NORTHERN,2,2014_2,74
2014,NORTHERN,3,2014_3,76
2014,NORTHERN,4,2014_4,77
2014,NORTHERN,5,2014_5,67
2014,NORTHERN,6,2014_6,48
2014,NORTHERN,7,2014_7,45
2014,NORTHERN,8,2014_8,61
2014,NORTHERN,9,2014_9,60
2014,NORTHERN,10,2014_10,71
2014,NORTHERN,11,2014_11,54
2014,NORTHERN,12,2014_12,59
2014,NORTHERN,13,2014_13,48
2014,NORTHERN,14,2014_14,66
2014,NORTHERN,15,2014_15,67
2014,NORTHERN,16,2014_16,90
2014,NORTHERN,17,2014_17,77
2014,NORTHERN,18,2014_18,73
2014,NORTHERN,19,2014_19,120
2014,NORTHERN,20,2014_20,96
2014,NORTHERN,21,2014_21,97
2014,NORTHERN,22,2014_22,92
2014,NORTHERN,23,2014_23,99
2014,NORTHERN,24,2014_24,87
2014,NORTHERN,25,2014_25,88
2014,NORTHERN,26,2014_26,90
2014,NORTHERN,27,2014_27,62
2014,NORTHERN,28,2014_28,85
2014,NORTHERN,29,2014_29,93
2014,NORTHERN,30,2014_30,96
2014,NORTHERN,31,2014_31,94
2014,NORTHERN,32,2014_32,76
2014,NORTHERN,33,2014_33,98
2014,NORTHERN,34,2014_34,91
2014,NORTHERN,35,2014_35,67
2014,NORTHERN,36,2014_36,76
2014,NORTHERN,37,2014_37,91
2014,NORTHERN,38,2014_38,99
2014,NORTHERN,39,2014_39,87
2014,NORTHERN,40,2014_40,83
2014,NORTHERN,41,2014_41,75
2014,NORTHERN,42,2014_42,72
2014,NORTHERN,43,2014_43,88
2014,NORTHERN,44,2014_44,76
2014,NORTHERN,45,2014_45,108
2014,NORTHERN,46,2014_46,85
2014,NORTHERN,47,2014_47,71
2014,NORTHERN,48,2014_48,70
2014,NORTHERN,49,2014_49,90
2014,NORTHERN,50,2014_50,64
2014,NORTHERN,51,2014_51,89
2014,NORTHERN,52,2014_52,84
2015,NORTHERN,1,2015_1,34
2015,NORTHERN,2,2015_2,63
2015,NORTHERN,3,2015_3,84
2015,NORTHERN,4,2015_4,59
2015,NORTHERN,5,2015_5,67
2015,NORTHERN,6,2015_6,65
2015,NORTHERN,7,2015_7,64
2015,NORTHERN,8,2015_8,39
2015,NORTHERN,9,2015_9,73
2015,NORTHERN,10,2015_10,59
2015,NORTHERN,11,2015_11,102
2015,NORTHERN,12,2015_12,93
2015,NORTHERN,13,2015_13,101
2015,NORTHERN,14,2015_14,71
2015,NORTHERN,15,2015_15,93
2015,NORTHERN,16,2015_16,101
2015,NORTHERN,17,2015_17,82
2015,NORTHERN,18,2015_18,91
2015,NORTHERN,19,2015_19,78
2015,NORTHERN,20,2015_20,92
2015,NORTHERN,21,2015_21,98
2015,NORTHERN,22,2015_22,141
2015,NORTHERN,23,2015_23,79
2015,NORTHERN,24,2015_24,113
2015,NORTHERN,25,2015_25,114
2015,NORTHERN,26,2015_26,97
2015,NORTHERN,27,2015_27,107
2015,NORTHERN,28,2015_28,113
2015,NORTHERN,29,2015_29,124
2015,NORTHERN,30,2015_30,113
2015,NORTHERN,31,2015_31,99
2015,NORTHERN,32,2015_32,95
2015,NORTHERN,33,2015_33,88
2015,NORTHERN,34,2015_34,79
2015,NORTHERN,35,2015_35,105
2015,NORTHERN,36,2015_36,115
2015,NORTHERN,37,2015_37,94
2015,NORTHERN,38,2015_38,77
2015,NORTHERN,39,2015_39,107
2015,NORTHERN,40,2015_40,71
2015,NORTHERN,41,2015_41,88
2015,NORTHERN,42,2015_42,70
2015,NORTHERN,43,2015_43,97
2015,NORTHERN,44,2015_44,80
2015,NORTHERN,45,2015_45,97
2015,NORTHERN,46,2015_46,83
2015,NORTHERN,47,2015_47,80
2015,NORTHERN,48,2015_48,83
2015,NORTHERN,49,2015_49,64
2015,NORTHERN,50,2015_50,81
2015,NORTHERN,51,2015_51,88
2015,NORTHERN,52,2015_52,81
2015,NORTHERN,53,2015_53,48
2016,NORTHERN,1,2016_1,62
2016,NORTHERN,2,2016_2,65
2016,NORTHERN,3,2016_3,50
2016,NORTHERN,4,2016_4,42
2016,NORTHERN,5,2016_5,64
2016,NORTHERN,6,2016_6,79
2016,NORTHERN,7,2016_7,49
2016,NORTHERN,8,2016_8,51
2016,NORTHERN,9,2016_9,66
2016,NORTHERN,10,2016_10,49
2016,NORTHERN,11,2016_11,71
2016,NORTHERN,12,2016_12,79
2016,NORTHERN,13,2016_13,66
2016,NORTHERN,14,2016_14,50
2016,NORTHERN,15,2016_15,83
2016,NORTHERN,16,2016_16,89
2016,NORTHERN,17,2016_17,91
2016,NORTHERN,18,2016_18,71
2016,NORTHERN,19,2016_19,99
2016,NORTHERN,20,2016_20,79
2016,NORTHERN,21,2016_21,73
2016,NORTHERN,22,2016_22,87
2016,NORTHERN,23,2016_23,68
2016,NORTHERN,24,2016_24,74
2016,NORTHERN,25,2016_25,74
2016,NORTHERN,26,2016_26,70
2016,NORTHERN,27,2016_27,60
2016,NORTHERN,28,2016_28,93
2016,NORTHERN,29,2016_29,97
2016,NORTHERN,30,2016_30,91
2016,NORTHERN,31,2016_31,82
2016,NORTHERN,32,2016_32,99
2016,NORTHERN,33,2016_33,60
2016,NORTHERN,34,2016_34,88
2016,NORTHERN,35,2016_35,89
2016,NORTHERN,36,2016_36,76
2016,NORTHERN,37,2016_37,96
2016,NORTHERN,38,2016_38,85
2016,NORTHERN,39,2016_39,92
2016,NORTHERN,40,2016_40,89
2016,NORTHERN,41,2016_41,80
2016,NORTHERN,42,2016_42,103
2016,NORTHERN,43,2016_43,96
2016,NORTHERN,44,2016_44,105
2016,NORTHERN,45,2016_45,87
2016,NORTHERN,46,2016_46,85
2016,NORTHERN,47,2016_47,88
2016,NORTHERN,48,2016_48,107
2016,NORTHERN,49,2016_49,110
2016,NORTHERN,50,2016_50,84
2016,NORTHERN,51,2016_51,103
2016,NORTHERN,52,2016_52,57
2017,NORTHERN,1,2017_1,83
2017,NORTHERN,2,2017_2,86
2017,NORTHERN,3,2017_3,95
2017,NORTHERN,4,2017_4,86
2017,NORTHERN,5,2017_5,83
2017,NORTHERN,6,2017_6,68
2017,NORTHERN,7,2017_7,83
2017,NORTHERN,8,2017_8,74
2017,NORTHERN,9,2017_9,62
2017,NORTHERN,10,2017_10,50
2017,NORTHERN,11,2017_11,48
2017,NORTHERN,12,2017_12,85
2017,NORTHERN,13,2017_13,69
2017,NORTHERN,14,2017_14,67
2017,NORTHERN,15,2017_15,60
2017,NORTHERN,16,2017_16,71
2017,NORTHERN,17,2017_17,87
2017,NORTHERN,18,2017_18,74
2017,NORTHERN,19,2017_19,77
2017,NORTHERN,20,2017_20,98
2017,NORTHERN,21,2017_21,69
2017,NORTHERN,22,2017_22,76
2017,NORTHERN,23,2017_23,76
2017,NORTHERN,24,2017_24,82
2017,NORTHERN,25,2017_25,95
2017,NORTHERN,26,2017_26,85
2017,NORTHERN,27,2017_27,51
2017,NORTHERN,28,2017_28,88
2017,NORTHERN,29,2017_29,96
2017,NORTHERN,30,2017_30,110
2017,NORTHERN,31,2017_31,113
2017,NORTHERN,32,2017_32,92
2017,NORTHERN,33,2017_33,114
2017,NORTHERN,34,2017_34,91
2017,NORTHERN,35,2017_35,83
2017,NORTHERN,36,2017_36,65
2017,NORTHERN,37,2017_37,77
2017,NORTHERN,38,2017_38,84
2017,NORTHERN,39,2017_39,83
2017,NORTHERN,40,2017_40,79
2017,NORTHERN,41,2017_41,84
2017,NORTHERN,42,2017_42,96
2017,NORTHERN,43,2017_43,63
2017,NORTHERN,44,2017_44,69
2017,NORTHERN,45,2017_45,83
2017,NORTHERN,46,2017_46,81
2017,NORTHERN,47,2017_47,98
2017,NORTHERN,48,2017_48,85
2017,NORTHERN,49,2017_49,83
2017,NORTHERN,50,2017_50,84
2017,NORTHERN,51,2017_51,103
2017,NORTHERN,52,2017_52,72
2018,NORTHERN,1,2018_1,66
2018,NORTHERN,2,2018_2,83
2018,NORTHERN,3,2018_3,87
2018,NORTHERN,4,2018_4,78
2018,NORTHERN,5,2018_5,54
2018,NORTHERN,6,2018_6,62
2018,NORTHERN,7,2018_7,54
2018,NORTHERN,8,2018_8,60
2018,NORTHERN,9,2018_9,61
2018,NORTHERN,10,2018_10,46
2018,NORTHERN,11,2018_11,57
2018,NORTHERN,12,2018_12,46
2018,NORTHERN,13,2018_13,54
2018,NORTHERN,14,2018_14,54
2018,NORTHERN,15,2018_15,56
2018,NORTHERN,16,2018_16,58
2018,NORTHERN,17,2018_17,64
2018,NORTHERN,18,2018_18,55
2018,NORTHERN,19,2018_19,63
2018,NORTHERN,20,2018_20,75
2018,NORTHERN,21,2018_21,65
2018,NORTHERN,22,2018_22,62
2018,NORTHERN,23,2018_23,72
2018,NORTHERN,24,2018_24,61
2018,NORTHERN,25,2018_25,60
2018,NORTHERN,26,2018_26,55
2018,NORTHERN,27,2018_27,49
2018,NORTHERN,28,2018_28,54
2018,NORTHERN,29,2018_29,87
2018,NORTHERN,30,2018_30,85
2018,NORTHERN,31,2018_31,74
2018,NORTHERN,32,2018_32,112
2018,NORTHERN,33,2018_33,102
2018,NORTHERN,34,2018_34,98
2018,NORTHERN,35,2018_35,78
2018,NORTHERN,36,2018_36,74
2018,NORTHERN,37,2018_37,93
2018,NORTHERN,38,2018_38,73
2018,NORTHERN,39,2018_39,65
2018,NORTHERN,40,2018_40,80
2018,NORTHERN,41,2018_41,84
2018,NORTHERN,42,2018_42,103
2018,NORTHERN,43,2018_43,76
2018,NORTHERN,44,2018_44,85
2018,NORTHERN,45,2018_45,78
2018,NORTHERN,46,2018_46,93
2018,NORTHERN,47,2018_47,80
2018,NORTHERN,48,2018_48,60
2018,NORTHERN,49,2018_49,83
2018,NORTHERN,50,2018_50,78
2018,NORTHERN,51,2018_51,92
2018,NORTHERN,52,2018_52,76
2019,NORTHERN,1,2019_1,67
2019,NORTHERN,2,2019_2,55
2019,NORTHERN,3,2019_3,67
2019,NORTHERN,4,2019_4,54
2019,NORTHERN,5,2019_5,56
2019,NORTHERN,6,2019_6,55
2019,NORTHERN,7,2019_7,50
2019,NORTHERN,8,2019_8,46
2019,NORTHERN,9,2019_9,49
2019,NORTHERN,10,2019_10,37
2019,NORTHERN,11,2019_11,50
2019,NORTHERN,12,2019_12,63
2019,NORTHERN,13,2019_13,68
2019,NORTHERN,14,2019_14,60
2019,NORTHERN,15,2019_15,53
2019,NORTHERN,16,2019_16,56
2019,NORTHERN,17,2019_17,45
2019,NORTHERN,18,2019_18,79
2019,NORTHERN,19,2019_19,59
2019,NORTHERN,20,2019_20,65
2019,NORTHERN,21,2019_21,83
2019,NORTHERN,22,2019_22,80
2019,NORTHERN,23,2019_23,64
2019,NORTHERN,24,2019_24,54
2019,NORTHERN,25,2019_25,69
2019,NORTHERN,26,2019_26,69
2019,NORTHERN,27,2019_27,66
2019,NORTHERN,28,2019_28,64
2019,NORTHERN,29,2019_29,79
2019,NORTHERN,30,2019_30,86
2019,NORTHERN,31,2019_31,71
2019,NORTHERN,32,2019_32,73
2019,NORTHERN,33,2019_33,57
2019,NORTHERN,34,2019_34,83
2019,NORTHERN,35,2019_35,51
2019,NORTHERN,36,2019_36,98
2019,NORTHERN,37,2019_37,69
2019,NORTHERN,38,2019_38,90
2019,NORTHERN,39,2019_39,75
2019,NORTHERN,40,2019_40,57
2019,NORTHERN,41,2019_41,63
2019,NORTHERN,42,2019_42,60
2019,NORTHERN,43,2019_43,66
2019,NORTHERN,44,2019_44,67
2019,NORTHERN,45,2019_45,70
2019,NORTHERN,46,2019_46,62
2019,NORTHERN,47,2019_47,73
2019,NORTHERN,48,2019_48,66
2019,NORTHERN,49,2019_49,59
2019,NORTHERN,50,2019_50,62
2019,NORTHERN,51,2019_51,57
2019,NORTHERN,52,2019_52,58
2020,NORTHERN,1,2020_1,31
2020,NORTHERN,2,2020_2,67
2020,NORTHERN,3,2020_3,63
2020,NORTHERN,4,2020_4,59
2020,NORTHERN,5,2020_5,44
2020,NORTHERN,6,2020_6,52
2020,NORTHERN,7,2020_7,57
2020,NORTHERN,8,2020_8,56
2020,NORTHERN,9,2020_9,41
2020,NORTHERN,10,2020_10,39
2020,NORTHERN,11,2020_11,55
2020,NORTHERN,12,2020_12,42
2020,NORTHERN,13,2020_13,45
2020,NORTHERN,14,2020_14,29
2020,NORTHERN,15,2020_15,45
2020,NORTHERN,16,2020_16,36
2020,NORTHERN,17,2020_17,46
2020,NORTHERN,18,2020_18,35
2020,NORTHERN,19,2020_19,43
2020,NORTHERN,20,2020_20,47
2020,NORTHERN,21,2020_21,48
2020,NORTHERN,22,2020_22,39
2020,NORTHERN,23,2020_23,26
2014,CENTRAL,1,2014_1,49
2014,CENTRAL,2,2014_2,60
2014,CENTRAL,3,2014_3,71
2014,CENTRAL,4,2014_4,51
2014,CENTRAL,5,2014_5,48
2014,CENTRAL,6,2014_6,49
2014,CENTRAL,7,2014_7,50
2014,CENTRAL,8,2014_8,60
2014,CENTRAL,9,2014_9,52
2014,CENTRAL,10,2014_10,34
2014,CENTRAL,11,2014_11,59
2014,CENTRAL,12,2014_12,80
2014,CENTRAL,13,2014_13,61
2014,CENTRAL,14,2014_14,70
2014,CENTRAL,15,2014_15,54
2014,CENTRAL,16,2014_16,70
2014,CENTRAL,17,2014_17,67
2014,CENTRAL,18,2014_18,63
2014,CENTRAL,19,2014_19,71
2014,CENTRAL,20,2014_20,79
2014,CENTRAL,21,2014_21,80
2014,CENTRAL,22,2014_22,58
2014,CENTRAL,23,2014_23,81
2014,CENTRAL,24,2014_24,91
2014,CENTRAL,25,2014_25,80
2014,CENTRAL,26,2014_26,83
2014,CENTRAL,27,2014_27,57
2014,CENTRAL,28,2014_28,90
2014,CENTRAL,29,2014_29,74
2014,CENTRAL,30,2014_30,92
2014,CENTRAL,31,2014_31,87
2014,CENTRAL,32,2014_32,86
2014,CENTRAL,33,2014_33,63
2014,CENTRAL,34,2014_34,92
2014,CENTRAL,35,2014_35,81
2014,CENTRAL,36,2014_36,66
2014,CENTRAL,37,2014_37,70
2014,CENTRAL,38,2014_38,69
2014,CENTRAL,39,2014_39,98
2014,CENTRAL,40,2014_40,87
2014,CENTRAL,41,2014_41,79
2014,CENTRAL,42,2014_42,82
2014,CENTRAL,43,2014_43,77
